rank_name,position,seat,seat_span,row_letter,seat_number,title,name,full_text
THIẾU TƯỚNG ĐOÀN KIỂU,NGUYÊN PHÓ TƯ LỆNH QUÂN KHU,E9,,E,9,THIẾU TƯỚNG,ĐOÀN KIỂU,THIẾU TƯỚNG | ĐOÀN KIỂU | NGUYÊN PHÓ TƯ LỆNH | QUÂN KHU
THIẾU TƯỚNG NGUYỄN ĐÌNH TIẾN,NGUYÊN PHÓ TƯ LỆNH QUÂN KHU,E11,,E,11,THIẾU TƯỚNG,NGUYỄN ĐÌNH TIẾN,THIẾU TƯỚNG | NGUYỄN ĐÌNH TIẾN | NGUYÊN PHÓ TƯ LỆNH | QUÂN KHU
THIẾU TƯỚNG CAO PHI HÙNG,NGUYÊN PHÓ TƯ LỆNH QUÂN KHU,E13,,E,13,THIẾU TƯỚNG,CAO PHI HÙNG,THIẾU TƯỚNG | CAO PHI HÙNG | NGUYÊN PHÓ TƯ LỆNH | QUÂN KHU
THIẾU TƯỚNG NGUYỄN VIẾT HOÀNG,NGUYÊN PHÓ TMT QUÂN KHU,E15,,E,15,THIẾU TƯỚNG,NGUYỄN VIẾT HOÀNG,THIẾU TƯỚNG | NGUYỄN VIẾT HOÀNG | NGUYÊN PHÓ TMT | QUÂN KHU
THIẾU TƯỚNG ĐẶNG LÊ NHỊ,NGUYÊN PHÓ TMT QUÂN KHU,E17,,E,17,THIẾU TƯỚNG,ĐẶNG LÊ NHỊ,THIẾU TƯỚNG | ĐẶNG LÊ NHỊ | NGUYÊN PHÓ TMT | QUÂN KHU
THIẾU TƯỚNG NGUYỄN NGỌC ÂN,NGUYÊN PHÓ TMT QUÂN KHU,E19,,E,19,THIẾU TƯỚNG,NGUYỄN NGỌC ÂN,THIẾU TƯỚNG | NGUYỄN NGỌC ÂN | NGUYÊN PHÓ TMT | QUÂN KHU
THIẾU TƯỚNG NGUYỄN MINH THẮNG,CHÍNH ỦY BỘ TƯ LỆNH 86,F20,,F,20,THIẾU TƯỚNG,NGUYỄN MINH THẮNG,THIẾU TƯỚNG | NGUYỄN MINH THẮNG | CHÍNH ỦY | BỘ TƯ LỆNH 86
THIẾU TƯỚNG TRẦN QUANG TUẤN,TƯ LỆNH CẢNH SÁT BIỂN VÙNG 2,F18,,F,18,THIẾU TƯỚNG,TRẦN QUANG TUẤN,THIẾU TƯỚNG | TRẦN QUANG TUẤN | TƯ LỆNH CẢNH SÁT BIỂN | VÙNG 2
THIẾU TƯỚNG NGUYỄN KHẮC HUY,PHÓ CỤC TRƯỞNG CỤC QH - NT,F16,,F,16,THIẾU TƯỚNG,NGUYỄN KHẮC HUY,THIẾU TƯỚNG | NGUYỄN KHẮC HUY | PHÓ CỤC TRƯỞNG | CỤC QH - NT
THIẾU TƯỚNG DƯƠNG MINH HẢI,CỤC TRƯỞNG CỤC KHOA HỌC QUÂN SỰ,F14,,F,14,THIẾU TƯỚNG,DƯƠNG MINH HẢI,THIẾU TƯỚNG | DƯƠNG MINH HẢI | CỤC TRƯỞNG | CỤC KHOA HỌC | QUÂN SỰ
THIẾU TƯỚNG BÙI TRỌNG HIẾU,PHÓ CỤC TRƯỞNG CỤC ĐỐI NGOẠI,F12,,F,12,THIẾU TƯỚNG,BÙI TRỌNG HIẾU,THIẾU TƯỚNG | BÙI TRỌNG HIẾU | PHÓ CỤC TRƯỞNG | CỤC ĐỐI NGOẠI
THIẾU TƯỚNG HOÀNG HỮU QUÝ,PHÓ CHÁNH ÁN TÒA ÁN QUÂN SỰ TRUNG ƯƠNG,F10,,F,10,THIẾU TƯỚNG,HOÀNG HỮU QUÝ,THIẾU TƯỚNG | HOÀNG HỮU QUÝ | PHÓ CHÁNH ÁN TÒA ÁN QUÂN SỰ TRUNG ƯƠNG
THIẾU TƯỚNG ĐÀM THUẬN CÔNG,PHÓ VIỆN TRƯỞNG KIỂM SÁT QUÂN SỰ TW,F8,,F,8,THIẾU TƯỚNG,ĐÀM THUẬN CÔNG,THIẾU TƯỚNG | ĐÀM THUẬN CÔNG | PHÓ VIỆN TRƯỞNG KIỂM SÁT QUÂN SỰ TW
ĐỒNG CHÍ NGUYỄN THẾ HÒA,VỤ TRƯỞNG VỤ ĐỊA PHƯƠNG II BAN TG & DV,F6,,F,6,ĐỒNG CHÍ,NGUYỄN THẾ HÒA,ĐỒNG CHÍ | NGUYỄN THẾ HÒA | VỤ TRƯỞNG | VỤ ĐỊA PHƯƠNG II | BAN TG & DV
ĐỒNG CHÍ PHẠM VĂN HỌC,KIỂM TOÁN TRƯỞNG KIỂM TOÁN NN CHUYÊN NGÀNH Ia,F4,,F,4,ĐỒNG CHÍ,PHẠM VĂN HỌC,ĐỒNG CHÍ | PHẠM VĂN HỌC | KIỂM TOÁN TRƯỞNG | KIỂM TOÁN NN | CHUYÊN NGÀNH Ia
ĐỒNG CHÍ VŨ NHẬT CHUNG,PHÓ VỤ TRƯỞNG VỤ THAM MƯU TH VĂN PHÒNG TWĐ,F2,,F,2,ĐỒNG CHÍ,VŨ NHẬT CHUNG,ĐỒNG CHÍ | VŨ NHẬT CHUNG | PHÓ VỤ TRƯỞNG | VỤ THAM MƯU TH | VĂN PHÒNG TWĐ
ĐẠI TÁ LƯƠNG KẾ ĐIỀM,CHỦ NHIỆM HC - KT QUÂN KHU,F1,,F,1,ĐẠI TÁ,LƯƠNG KẾ ĐIỀM,ĐẠI TÁ | LƯƠNG KẾ ĐIỀM | CHỦ NHIỆM HC - KT | QUÂN KHU
ĐẠI TÁ ĐỖ THANH XUÂN,PHÓ CN CHÍNH TRỊ QUÂN KHU,F3,,F,3,ĐẠI TÁ,ĐỖ THANH XUÂN,ĐẠI TÁ | ĐỖ THANH XUÂN | PHÓ CN CHÍNH TRỊ | QUÂN KHU
